star_id,kepid,sde,snr,period,depth_ppm,duration_hours,n_transits_expected,n_in_transit_points,odd_even_ratio,odd_even_diff_sig,sec_depth_ratio,sec_depth_sig,quarter_recurrence,v_shape_metric,local_snr,residual_sde,scatter_ppm,scatter_mad_ppm,depth_to_scatter,radius_ratio,alias_ratio_half,alias_ratio_double,alias_ratio_triple,label,injected,period_days,depth_ppm_true,has_planet
KIC_7904473,7904473,15.312433018998906,277.2427230983561,208.23191828541067,3358.41464698651,19.200000000000003,7,219,10.0,6.242937545769499,0.15530557995284677,1.8507226989463248,0.35294117647058826,5.0,10.808874250412071,64.04802992142181,890.9544823652363,179.53042094001245,18.706660572631737,0.05795183040238255,0.46540432234394297,2.0175414426859573,1.6917740884606431,0,0.0,,,0
KIC_7950097,7950097,21.2474028387533,398.3679885800611,373.53876520104916,8926.980033095771,28.799999999999997,3,62,0.6119651039345135,10.117011022461353,0.0,0.0,0.11764705882352941,1.5456967495237763,18.60181970763984,38.81527002037283,687.010988051569,176.6167793706703,50.544348418677046,0.09448269700371477,0.1982679731273563,0.8949332166225791,0.8949332166225791,0,1.0,58.72841,267.8,1
KIC_8041825,8041825,31.380554914246744,117.53141757717796,81.86367775760533,911.5766045956863,19.200000000000003,17,625,0.6630534266737151,0.039566912688597064,0.0,0.0,0.9411764705882353,5.0,1.6698757514510585,90.68149235057169,443.9060256336304,194.1205528845079,4.695930395057288,0.030192326915885206,0.5124016279951172,0.5746355116369478,2.9736592048804273,0,0.0,,,0
KIC_8052298,8052298,22.57146634117128,348.86842608558055,249.1046758016669,7642.333412118185,19.200000000000003,5,163,10.0,7.316126828339272,0.1795194283189846,2.282016644883391,0.29411764705882354,4.5974545321238125,6.740012874891276,72.84563845157012,1338.9057401224557,279.7477051680342,27.318663463307825,0.08742044047085433,0.511167934177719,1.1348309751073582,2.766933204905243,0,1.0,288.02267,620.0,1
KIC_8081187,8081187,35.29022065182853,424.10086433189235,310.90040579407713,6728.743151479289,19.200000000000003,4,104,1.0,14.314890774258455,0.3079101305470719,3.01210219320974,0.16666666666666666,4.671507547028114,3.1813608265314985,46.49353954892149,1064.9843862076593,161.95472539254513,41.547062829875394,0.08202891655678068,0.37722764784452417,2.8681241284886143,1.4486266075873762,1,0.0,,,1
KIC_8081899,8081899,18.650087708108988,389.7031609361046,368.1143102870017,8460.858485479783,19.200000000000003,3,63,0.799062693005648,3.151640812740946,0.0,0.0,0.11764705882352941,1.6370936711696036,23.811084613160478,37.785504440428255,518.2847213863336,172.52487882466394,49.04138199151269,0.091982924966973,0.378942370942637,0.6624210399085795,0.6624210399085788,1,0.0,,,1
KIC_8115701,8115701,20.716113272443664,561.2598713791897,61.83532990077208,5679.745317965152,19.200000000000003,20,601,0.4355251147204848,0.06374489213034708,0.0,0.0,0.8571428571428571,5.0,2.934751908713089,63.788609673158504,2240.334098854635,248.6522140363303,22.84212646156165,0.07536408506686161,0.43328921714081564,1.5662816259849903,2.990740476746169,0,0.0,,,0
KIC_8146482,8146482,22.99800469386385,477.32865486545194,147.08343153622053,5149.188626814501,19.200000000000003,9,312,1.0487705486500953,0.00408997528246756,0.7291708069124104,6.458557235449856,0.5882352941176471,5.0,7.990732172096018,60.60483817626513,1637.4148856872039,190.9595014944691,26.964820218509214,0.07175784714450749,0.7956521035701996,0.6623172980458882,1.1235629951435746,0,1.0,103.9175,387.3,1
KIC_8165946,8165946,10.426896018077436,311.454384045672,321.2115244584475,3913.276415146545,28.799999999999997,4,254,1.3808525795846551,0.06189792272957712,0.0,0.0,0.29411764705882354,5.0,14.76857706346127,51.35431685041362,1050.5715176129083,200.36771326495602,19.53047400392212,0.0625561860661801,0.4944873152829604,1.1303619477637044,1.2567909876889922,1,0.0,,,1
KIC_8171971,8171971,8.27198089263996,555.4220949364061,367.7461346141025,11834.151683817312,28.799999999999997,3,60,0.5485847987964101,6.914456664274685,0.0032771484133959972,2.3394085566449667,0.16666666666666666,2.016797522300462,49.64948243272646,0.0,715.0604097508016,165.29555700407042,71.59388853703972,0.10878488720322006,0.37656507376810117,0.9349005934419934,0.9349005934419929,0,0.0,,,0
